NOME,PLATAFORMA,GENERO,VENDAS(AN),VENDAS(EU),VENDAS(JP),VENDAS(Outros),VENDAS(GLOBAL),soma_total
Tom Clancy's Splinter Cell: Double Agent,GC,Action,0.04,0.01,0.0,0.0,0.06,0.01
Senritsu no Stratus,PSP,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Fighting,0.0,0.0,0.06,0.0,0.06,0.06
Gormiti: The Lords of Nature!,DS,Adventure,0.05,0.0,0.0,0.0,0.06,0.0
Monkey Island: Special Edition Collection,X360,Adventure,0.0,0.05,0.0,0.01,0.06,0.05
Samurai Shodown Anthology,Wii,Fighting,0.05,0.0,0.0,0.0,0.06,0.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Shooter,0.01,0.04,0.0,0.01,0.06,0.04
Nanostray,DS,Shooter,0.05,0.0,0.0,0.0,0.06,0.0
Wantame Fortune Channel,DS,Misc,0.0,0.0,0.06,0.0,0.06,0.06
Atari's Greatest Hits: Volume 2,DS,Misc,0.05,0.0,0.0,0.0,0.06,0.0
Evangelion: Jo,PSP,Action,0.0,0.0,0.06,0.0,0.06,0.06
Bleach: Blade Battlers 2nd,PS2,Fighting,0.0,0.0,0.06,0.0,0.06,0.06
Samurai Jack: The Shadow of Aku,PS2,Action,0.03,0.02,0.0,0.01,0.06,0.02
Men in Black The Series: Crashdown,PS,Shooter,0.03,0.02,0.0,0.0,0.06,0.02
Kamen Rider Kabuto,PS2,Action,0.0,0.0,0.06,0.0,0.06,0.06
Tropico 5,X360,Simulation,0.03,0.02,0.0,0.0,0.06,0.02
Winx Club: Quest for the Codex,DS,Action,0.03,0.02,0.0,0.0,0.06,0.02
Zero Divide,PS,Fighting,0.03,0.02,0.0,0.0,0.06,0.02
FIFA Street,GC,Sports,0.04,0.01,0.0,0.0,0.06,0.01
Tsugunai: Atonement,PS2,Role-Playing,0.02,0.01,0.02,0.0,0.06,0.03
Rugby World Cup 2015,PS4,Sports,0.0,0.05,0.0,0.01,0.06,0.05
Real Soccer 2009,DS,Sports,0.05,0.0,0.0,0.0,0.06,0.0
Lost Kingdoms II,GC,Role-Playing,0.04,0.01,0.0,0.0,0.06,0.01
Aggressive Inline,GC,Sports,0.04,0.01,0.0,0.0,0.06,0.01
Viewtiful Joe: Red Hot Rumble,GC,Action,0.04,0.01,0.0,0.0,0.06,0.01
ZombiU,PS4,Action,0.0,0.04,0.01,0.01,0.06,0.05
Blade Dancer: Lineage of Light,PSP,Role-Playing,0.05,0.0,0.0,0.0,0.06,0.0
Hakuoki: Stories of the Shinsengumi,PS3,Adventure,0.03,0.0,0.03,0.01,0.06,0.03
X-Men: Destiny,DS,Action,0.05,0.01,0.0,0.0,0.06,0.01
Kaite Shabette Hajimeyou! Monster Farm DS,DS,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
Rugby World Cup 2015,PS3,Sports,0.0,0.05,0.0,0.01,0.06,0.05
The Sims 2: University,PC,Simulation,0.01,0.04,0.0,0.01,0.06,0.04
Pheasants Forever Wingshooter,Wii,Shooter,0.03,0.02,0.0,0.0,0.06,0.02
Generation of Chaos,PSP,Role-Playing,0.05,0.0,0.0,0.0,0.06,0.0
Pro Yaky? Spirits 2012,PSV,Sports,0.0,0.0,0.06,0.0,0.06,0.06
SD Gundam G Generation Wars,Wii,Strategy,0.0,0.0,0.06,0.0,0.06,0.06
Broken Sword II: The Smoking Mirror,PS,Adventure,0.03,0.02,0.0,0.0,0.06,0.02
Pump It Up: Exceed,PS2,Misc,0.03,0.02,0.0,0.01,0.06,0.02
World Championship Athletics,Wii,Sports,0.04,0.01,0.0,0.0,0.06,0.01
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,Action,0.0,0.0,0.06,0.0,0.06,0.06
Tokyo Twilight Ghost Hunters,PS3,Role-Playing,0.03,0.0,0.02,0.01,0.06,0.02
Wreckless: ThE YaKuza MisSiOns,GC,Racing,0.04,0.01,0.0,0.0,0.06,0.01
MotorStorm RC,PSV,Racing,0.0,0.04,0.0,0.01,0.06,0.04
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,Misc,0.0,0.0,0.06,0.0,0.06,0.06
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,Racing,0.03,0.02,0.0,0.01,0.06,0.02
Dr. Muto,XB,Platform,0.04,0.01,0.0,0.0,0.06,0.01
Harry Potter and the Sorcerer's Stone,PC,Action,0.01,0.04,0.0,0.01,0.06,0.04
Girls RPG: Cinderellife,3DS,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
Tom Clancy's Rainbow Six: Critical Hour,XB,Shooter,0.04,0.01,0.0,0.0,0.06,0.01
Scrabble Blast!,GBA,Misc,0.04,0.01,0.0,0.0,0.06,0.01
Scurge: Hive,DS,Action,0.05,0.0,0.0,0.0,0.06,0.0
Fate/Stay Night [Réalta Nua],PSV,Adventure,0.0,0.0,0.06,0.0,0.06,0.06
Remember Me,PC,Action,0.0,0.05,0.0,0.0,0.06,0.05
Gintama no Sugoroku,PSP,Action,0.0,0.0,0.06,0.0,0.06,0.06
The Lord of the Rings: Aragorn's Quest,PS2,Action,0.03,0.02,0.0,0.01,0.06,0.02
Doraemon 4: Nobita to Toki no Okoku,SNES,Platform,0.0,0.0,0.06,0.0,0.06,0.06
Myst,SAT,Adventure,0.0,0.0,0.06,0.0,0.06,0.06
Miracle Girls Festival,PSV,Misc,0.0,0.0,0.06,0.0,0.06,0.06
Toaru Kagaku no Chou Denjihou,PSP,Adventure,0.0,0.0,0.06,0.0,0.06,0.06
Starwinder: The Ultimate Space Race,PS,Racing,0.03,0.02,0.0,0.0,0.06,0.02
Challenge Me: Brain Puzzles 2,Wii,Puzzle,0.0,0.05,0.0,0.0,0.06,0.05
Angelique Trois,PS2,Adventure,0.0,0.0,0.06,0.0,0.06,0.06
Zendoku,DS,Puzzle,0.05,0.0,0.0,0.0,0.06,0.0
Dance Dance Revolution: Mario Mix (JP sales),GC,Simulation,0.0,0.0,0.05,0.0,0.06,0.05
Winx Club: Mission Enchantix,DS,Adventure,0.03,0.02,0.0,0.0,0.06,0.02
FIFA Soccer 06,DS,Sports,0.05,0.0,0.0,0.0,0.06,0.0
A-Train 6,PS2,Strategy,0.0,0.0,0.06,0.0,0.06,0.06
Meitantei Conan: Tantei Ryoku Trainer,DS,Misc,0.0,0.0,0.06,0.0,0.06,0.06
MotoGP,GBA,Racing,0.04,0.01,0.0,0.0,0.06,0.01
Dino Pets,DS,Simulation,0.05,0.0,0.0,0.0,0.06,0.0
ESPN International Winter Sports 2002,PS2,Sports,0.03,0.02,0.0,0.01,0.06,0.02
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,Sports,0.0,0.0,0.06,0.0,0.06,0.06
KimiKiss (ebKore+),PS2,Adventure,0.0,0.0,0.06,0.0,0.06,0.06
Champion Jockey: G1 Jockey & Gallop Racer,X360,Sports,0.0,0.05,0.0,0.01,0.06,0.05
Gold and Glory: The Road to El Dorado,PS,Adventure,0.03,0.02,0.0,0.0,0.06,0.02
Choro Q Marine: Q Boat,PS,Racing,0.0,0.0,0.05,0.0,0.06,0.05
NBA Live 07,XB,Sports,0.04,0.01,0.0,0.0,0.06,0.01
Caligula,PSV,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
BattleBots: Beyond the BattleBox,GBA,Action,0.04,0.01,0.0,0.0,0.06,0.01
Yuugen Gaisha Brave Company,3DS,Strategy,0.0,0.0,0.06,0.0,0.06,0.06
Diva Girls: Divas on Ice,DS,Sports,0.05,0.0,0.0,0.0,0.06,0.0
Handball 16,PS4,Sports,0.0,0.05,0.0,0.01,0.06,0.05
Ken to Mahou to Gakuen Mono. 3D,3DS,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
Mighty Beanz: Pocket Puzzles,GBA,Puzzle,0.04,0.01,0.0,0.0,0.06,0.01
Dreamer Series: Babysitter,DS,Simulation,0.05,0.0,0.0,0.0,0.06,0.0
Samurai Warriors 4: Empires,PSV,Action,0.0,0.0,0.06,0.0,0.06,0.06
Ride to Hell,X360,Racing,0.04,0.01,0.0,0.01,0.06,0.01
The King of Fighters '96,NG,Fighting,0.0,0.0,0.06,0.0,0.06,0.06
Nobunaga no Yabou: Souzou,PS4,Strategy,0.0,0.0,0.06,0.0,0.06,0.06
Friends: The One with All the Trivia,PS2,Misc,0.03,0.02,0.0,0.01,0.06,0.02
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,Simulation,0.0,0.0,0.06,0.0,0.06,0.06
Backyard NFL Football '08,PS2,Sports,0.03,0.02,0.0,0.01,0.06,0.02
The Saboteur,PC,Action,0.0,0.05,0.0,0.01,0.06,0.05
Gunbird,SAT,Shooter,0.0,0.0,0.06,0.0,0.06,0.06
Dream C Club Portable,PSP,Simulation,0.0,0.0,0.06,0.0,0.06,0.06
Hail to the Chimp,X360,Misc,0.05,0.0,0.0,0.0,0.06,0.0
Tom Clancy's Rainbow Six 3,GC,Shooter,0.04,0.01,0.0,0.0,0.06,0.01
Elemental Gearbolt,PS,Shooter,0.03,0.02,0.0,0.0,0.06,0.02
Rocket League,PC,Sports,0.01,0.04,0.0,0.0,0.06,0.04
Warriors: Legends of Troy,X360,Action,0.0,0.04,0.01,0.01,0.06,0.05
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,Misc,0.01,0.0,0.05,0.0,0.06,0.05
WWF Wrestlemania: The Arcade Game,PS,Fighting,0.03,0.02,0.0,0.0,0.06,0.02
Dungeon Explorer: Warriors of Ancient Arts,DS,Role-Playing,0.05,0.0,0.0,0.0,0.06,0.0
Cabela's Big Game Hunter 2005 Adventures,GBA,Sports,0.04,0.01,0.0,0.0,0.06,0.01
Mega Man 8 Anniversary Collector's Edition,SAT,Platform,0.0,0.0,0.06,0.0,0.06,0.06
Whiplash,XB,Racing,0.04,0.01,0.0,0.0,0.06,0.01
V-Rally 3,PS2,Racing,0.03,0.02,0.0,0.01,0.06,0.02
Pro Yakyuu Famista 2011,3DS,Sports,0.0,0.0,0.06,0.0,0.06,0.06
Impact Racing,PS,Racing,0.03,0.02,0.0,0.0,0.06,0.02
Mirror's Edge,PC,Platform,0.0,0.05,0.0,0.01,0.06,0.05
Titan Quest,PC,Role-Playing,0.01,0.04,0.0,0.01,0.06,0.04
Amazing Island,GC,Strategy,0.04,0.01,0.0,0.0,0.06,0.01
Space Chimps,DS,Platform,0.05,0.0,0.0,0.0,0.06,0.0
SeaBlade,XB,Shooter,0.04,0.01,0.0,0.0,0.06,0.01
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,Sports,0.0,0.0,0.06,0.0,0.06,0.06
Carmen Sandiego: The Secret of the Stolen Drums,PS2,Action,0.03,0.02,0.0,0.01,0.06,0.02
Izuna 2: The Unemployed Ninja Returns,DS,Role-Playing,0.05,0.0,0.0,0.0,0.06,0.0
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,Role-Playing,0.0,0.0,0.06,0.0,0.06,0.06
Saki: Zenkoku-hen,PSV,Misc,0.0,0.0,0.06,0.0,0.06,0.06
Point Blank DS (US sales),DS,Shooter,0.05,0.0,0.0,0.0,0.06,0.0
Ski Region Simulator,PC,Simulation,0.0,0.05,0.0,0.01,0.06,0.05
MotoGP 4 - Official Game of MotoGP,PS2,Racing,0.03,0.02,0.0,0.01,0.06,0.02
Gothic 3,PC,Role-Playing,0.0,0.05,0.0,0.01,0.06,0.05
Roogoo Twisted Towers,Wii,Puzzle,0.05,0.0,0.0,0.0,0.05,0.0
Kyoukai Senjou no Horizon Portable,PSP,Adventure,0.0,0.0,0.05,0.0,0.05,0.05
Shining Force III: Scenario 2,SAT,Strategy,0.0,0.0,0.05,0.0,0.05,0.05
History Great Empires: Rome,DS,Strategy,0.05,0.0,0.0,0.0,0.05,0.0
7 Days to Die,XOne,Action,0.03,0.02,0.0,0.0,0.05,0.02
Chuck E. Cheese's Playhouse,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Worms World Party,GBA,Strategy,0.04,0.01,0.0,0.0,0.05,0.01
Medabots: Metabee,GBA,Role-Playing,0.04,0.01,0.0,0.0,0.05,0.01
Alvin and the Chipmunks,Wii,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Final Fight: Streetwise,PS2,Action,0.03,0.02,0.0,0.01,0.05,0.02
Speed Kings,XB,Racing,0.04,0.01,0.0,0.0,0.05,0.01
Rebelstar: Tactical Command,GBA,Strategy,0.04,0.01,0.0,0.0,0.05,0.01
F1 2010,PC,Racing,0.0,0.05,0.0,0.01,0.05,0.05
Gladiator: Sword of Vengeance,XB,Action,0.04,0.01,0.0,0.0,0.05,0.01
Minna to Kimi no Piramekino!,DS,Misc,0.0,0.0,0.05,0.0,0.05,0.05
Dungeon Keeper 2,PC,Action,0.0,0.05,0.0,0.01,0.05,0.05
Bombastic,PS2,Puzzle,0.03,0.02,0.0,0.01,0.05,0.02
NHL Powerplay 98,PS,Sports,0.03,0.02,0.0,0.0,0.05,0.02
My Amusement Park,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Chocolatier,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Kid Fit Island Resort,Wii,Sports,0.05,0.0,0.0,0.0,0.05,0.0
Jewel Link Chronicles: Mountains of Madness,DS,Puzzle,0.0,0.05,0.0,0.01,0.05,0.05
Olympic Soccer: Atlanta 1996,PS,Sports,0.03,0.02,0.0,0.0,0.05,0.02
Samurai Dou Portable,PSP,Action,0.0,0.0,0.05,0.0,0.05,0.05
Phantasy Star Online Episode I & II Plus,GC,Role-Playing,0.04,0.01,0.0,0.0,0.05,0.01
Coraline,Wii,Action,0.05,0.0,0.0,0.0,0.05,0.0
Major League Baseball 2K11,PSP,Sports,0.05,0.0,0.0,0.01,0.05,0.0
Front Mission 2089: Border of Madness,DS,Strategy,0.0,0.0,0.05,0.0,0.05,0.05
Dual Hearts,PS2,Role-Playing,0.03,0.02,0.0,0.01,0.05,0.02
NFL Quarterback Club 2002,GC,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Xiaolin Showdown,DS,Action,0.05,0.0,0.0,0.0,0.05,0.0
Chaos;Child,PSV,Adventure,0.0,0.0,0.05,0.0,0.05,0.05
Hearts of Iron IV,PC,Strategy,0.0,0.05,0.0,0.0,0.05,0.05
Wing Commander: Prophecy,GBA,Simulation,0.04,0.01,0.0,0.0,0.05,0.01
Drivers Ed Portable,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Marc Ecko's Getting Up: Contents Under Pressure,PS2,Action,0.03,0.02,0.0,0.01,0.05,0.02
"Murder, She Wrote",PC,Adventure,0.0,0.04,0.0,0.01,0.05,0.04
Captain America: Super Soldier,Wii,Action,0.05,0.0,0.0,0.0,0.05,0.0
Sega Soccer Slam,XB,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Enemy Front,PS3,Shooter,0.01,0.04,0.0,0.01,0.05,0.04
Hakuouki: Reimeiroku,PS2,Adventure,0.0,0.0,0.05,0.0,0.05,0.05
Vertigo,Wii,Strategy,0.05,0.0,0.0,0.0,0.05,0.0
Blood Omen 2,GC,Action,0.04,0.01,0.0,0.0,0.05,0.01
Unsolved Crimes,DS,Adventure,0.04,0.01,0.0,0.0,0.05,0.01
Ghostbusters (2016),PS4,Action,0.04,0.0,0.0,0.01,0.05,0.0
Shin Sangoku Musou 5 Empires,PSP,Action,0.0,0.0,0.05,0.0,0.05,0.05
Air Conflicts: Aces of World War II,PSP,Simulation,0.05,0.0,0.0,0.0,0.05,0.0
Carve,XB,Racing,0.04,0.01,0.0,0.0,0.05,0.01
BlowOut,XB,Shooter,0.04,0.01,0.0,0.0,0.05,0.01
GunPey,PSP,Puzzle,0.05,0.0,0.0,0.01,0.05,0.0
Front Mission Evolved,PC,Shooter,0.05,0.0,0.0,0.0,0.05,0.0
GachiTora! Abarenbou Kyoushi in High School,PSP,Action,0.0,0.0,0.05,0.0,0.05,0.05
McDROID,PSP,Strategy,0.0,0.0,0.05,0.0,0.05,0.05
Bottom of the 9th '99,PS,Sports,0.03,0.02,0.0,0.0,0.05,0.02
WTA Tour Tennis,PS2,Sports,0.03,0.02,0.0,0.01,0.05,0.02
Dynasty Warriors 5,XB,Action,0.04,0.01,0.0,0.0,0.05,0.01
Samurai Warriors 4-II,PSV,Action,0.0,0.0,0.05,0.0,0.05,0.05
Famicom Mini: Dig Dug,GBA,Puzzle,0.0,0.0,0.05,0.0,0.05,0.05
FIFA Soccer 2003,GBA,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Naval Ops: Commander,PS2,Simulation,0.03,0.02,0.0,0.01,0.05,0.02
The Lost Chronicles of Zerzura,PC,Adventure,0.0,0.05,0.0,0.01,0.05,0.05
Adventure Time: Finn & Jake Investigations,XOne,Action,0.03,0.02,0.0,0.0,0.05,0.02
4 Elements,PC,Puzzle,0.0,0.04,0.0,0.01,0.05,0.04
Uta no Prince-Sama: Music 3,PSV,Action,0.0,0.0,0.05,0.0,0.05,0.05
New Prince of Tennis: Go to the Top,3DS,Action,0.0,0.0,0.05,0.0,0.05,0.05
Virtual Villagers: A New Home,DS,Simulation,0.04,0.01,0.0,0.0,0.05,0.01
Batman: A Telltale Game Series,PS3,Adventure,0.01,0.04,0.0,0.01,0.05,0.04
Defendin' De Penguin,Wii,Strategy,0.05,0.0,0.0,0.0,0.05,0.0
Murdered: Soul Suspect,PC,Action,0.0,0.05,0.0,0.0,0.05,0.05
Activision Hits: Remixed,PSP,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Bleach: Blade Battlers,PS2,Fighting,0.0,0.0,0.05,0.0,0.05,0.05
Rez,PS2,Shooter,0.03,0.02,0.0,0.01,0.05,0.02
MLB SlugFest 2006,XB,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Goosebumps: The Game,3DS,Adventure,0.05,0.0,0.0,0.01,0.05,0.0
Neverland Card Battles,PSP,Role-Playing,0.04,0.0,0.0,0.01,0.05,0.0
Lufia: The Ruins of Lore,GBA,Role-Playing,0.04,0.01,0.0,0.0,0.05,0.01
UEFA Euro 2004: Portugal,XB,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Airline Tycoon 2,PC,Simulation,0.0,0.04,0.0,0.01,0.05,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,Misc,0.0,0.0,0.05,0.0,0.05,0.05
Taito Legends Power Up,PSP,Action,0.05,0.0,0.0,0.0,0.05,0.0
Shaman King: Soul Fight,GC,Platform,0.0,0.0,0.05,0.0,0.05,0.05
Samurai Deeper Kyo,PS,Fighting,0.0,0.0,0.05,0.0,0.05,0.05
Petz Bunnyz Bunch,DS,Simulation,0.05,0.0,0.0,0.0,0.05,0.0
Project Setsuna,PSV,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Medabots: Infinity,GC,Role-Playing,0.04,0.01,0.0,0.0,0.05,0.01
MotoGP 15,PS3,Racing,0.0,0.02,0.03,0.0,0.05,0.05
Criminal Girls 2,PSV,Role-Playing,0.01,0.01,0.03,0.01,0.05,0.04
Omega Labyrinth,PSV,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Zapper: One Wicked Cricket!,XB,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Jirou Akagawa: Majotachi no Nemuri,SNES,Adventure,0.0,0.0,0.05,0.0,0.05,0.05
PopStar Guitar,Wii,Misc,0.03,0.02,0.0,0.0,0.05,0.02
Bust-A-Bloc,PS2,Puzzle,0.0,0.0,0.05,0.0,0.05,0.05
Pucca Power Up,DS,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Sitting Ducks,PS2,Platform,0.03,0.02,0.0,0.01,0.05,0.02
Puyo Puyo 7,Wii,Puzzle,0.0,0.0,0.05,0.0,0.05,0.05
My Fitness Coach: Club,Wii,Sports,0.0,0.05,0.0,0.01,0.05,0.05
IL-2 Sturmovik: Cliffs of Dover,PC,Simulation,0.0,0.04,0.0,0.01,0.05,0.04
Nobunaga's Ambition: Sphere of Influence,PSV,Strategy,0.0,0.0,0.05,0.0,0.05,0.05
NFL Blitz Pro,XB,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,Misc,0.0,0.0,0.05,0.0,0.05,0.05
Mountain Bike Adrenaline,PS2,Sports,0.03,0.02,0.0,0.01,0.05,0.02
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,Action,0.0,0.0,0.05,0.0,0.05,0.05
Hi-Octane: The Track Fights Back!,PS,Racing,0.03,0.02,0.0,0.0,0.05,0.02
Black Sigil: Blade of the Exiled,DS,Role-Playing,0.05,0.0,0.0,0.0,0.05,0.0
Death Jr. II: Root of Evil,PSP,Platform,0.05,0.0,0.0,0.0,0.05,0.0
Wakeboarding Unleashed Featuring Shaun Murray,XB,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Mighty No. 9,PS4,Platform,0.04,0.0,0.0,0.01,0.05,0.0
Touch 'N' Play Collection,DS,Misc,0.03,0.01,0.0,0.0,0.05,0.01
Doraemon 2: Nobita no Toizurando Daibouken,SNES,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Samurai Champloo: Sidetracked,PS2,Action,0.03,0.02,0.0,0.01,0.05,0.02
Dead or Alive Xtreme 3: Fortune,PS4,Sports,0.0,0.0,0.05,0.0,0.05,0.05
Drill Dozer,GBA,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Action,0.0,0.0,0.05,0.0,0.05,0.05
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Action,0.0,0.0,0.05,0.0,0.05,0.05
Fatal Fury: Wild Ambition,PS,Fighting,0.03,0.02,0.0,0.0,0.05,0.02
Mister Slime,DS,Action,0.05,0.0,0.0,0.0,0.05,0.0
Winning Post 8 ,PS3,Racing,0.0,0.0,0.05,0.0,0.05,0.05
Learn Science,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Medal of Honor: Airborne,PC,Shooter,0.0,0.04,0.0,0.01,0.05,0.04
Dengeki Gakuen RPG: Cross of Venus,DS,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Judge Dredd,PS,Platform,0.03,0.02,0.0,0.0,0.05,0.02
Minna no Ennichi,3DS,Action,0.0,0.0,0.05,0.0,0.05,0.05
Domino Rally,Wii,Action,0.05,0.0,0.0,0.0,0.05,0.0
King Arthur,XB,Action,0.04,0.01,0.0,0.0,0.05,0.01
Bass Rise,PS,Sports,0.03,0.02,0.0,0.0,0.05,0.02
Dynamite Headdy,GEN,Platform,0.0,0.0,0.05,0.0,0.05,0.05
Choujikuu Yousai Macross: Do You Remember Love,PS3,Shooter,0.0,0.0,0.05,0.0,0.05,0.05
Arcania: Gothic 4,PS4,Role-Playing,0.04,0.0,0.0,0.01,0.05,0.0
Match 3 Madness,DS,Puzzle,0.0,0.05,0.0,0.01,0.05,0.05
Countdown: The Game,Wii,Puzzle,0.0,0.05,0.0,0.0,0.05,0.05
Rockin' Pretty,DS,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Men of War: Assault Squad,PC,Strategy,0.01,0.03,0.0,0.01,0.05,0.03
Persona 2: Eternal Punishment,PSP,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Dragon's Lair 3D: Return to the Lair,XB,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Rhapsody: A Musical Adventure,DS,Role-Playing,0.05,0.0,0.0,0.0,0.05,0.0
Growlanser: Heritage of War (jp sales),PS2,Role-Playing,0.0,0.0,0.05,0.0,0.05,0.05
Myst IV: Revelation,XB,Adventure,0.04,0.01,0.0,0.0,0.05,0.01
Sled Shred featuring the Jamaican Bobsled Team,Wii,Sports,0.05,0.0,0.0,0.0,0.05,0.0
Pachinko Wars II,SNES,Misc,0.0,0.0,0.05,0.0,0.05,0.05
Jake Power: Policeman,DS,Adventure,0.05,0.0,0.0,0.0,0.05,0.0
The Nightmare of Druaga: Fushigino Dungeon,PS2,Role-Playing,0.03,0.02,0.0,0.01,0.05,0.02
Dead Island Definitive Collection,XOne,Action,0.02,0.03,0.0,0.0,0.05,0.03
PAC-MAN and the Ghostly Adventures,WiiU,Platform,0.03,0.01,0.0,0.0,0.05,0.01
Animal Planet: Vet Collection,DS,Simulation,0.05,0.0,0.0,0.0,0.05,0.0
Lernerfolg Vorschule: Capt'n Sharky,DS,Misc,0.0,0.04,0.0,0.01,0.05,0.04
Virtua Striker 2002,GC,Sports,0.01,0.0,0.03,0.0,0.05,0.03
WRC 5: FIA World Rally Championship,PS4,Sports,0.0,0.05,0.0,0.01,0.05,0.05
UEFA Champions League 2006-2007,X360,Sports,0.04,0.01,0.0,0.0,0.05,0.01
Fate/Unlimited Codes Portable,PSP,Fighting,0.0,0.0,0.05,0.0,0.05,0.05
Centipede: Infestation,Wii,Shooter,0.05,0.0,0.0,0.0,0.05,0.0
F1 2015,PC,Racing,0.0,0.05,0.0,0.0,0.05,0.05
Game no Kanzume Vol 2,SCD,Misc,0.0,0.0,0.05,0.0,0.05,0.05
Luminous Arc Infinity,PSV,Action,0.0,0.0,0.05,0.0,0.05,0.05
Disney's PK: Out of the Shadows,GC,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Aliens in the Attic,DS,Action,0.05,0.0,0.0,0.0,0.05,0.0
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,Action,0.0,0.0,0.05,0.0,0.05,0.05
The Idolmaster 2,X360,Simulation,0.0,0.0,0.05,0.0,0.05,0.05
Hunted: The Demon's Forge,PC,Action,0.03,0.01,0.0,0.0,0.05,0.01
Powerdrome,PS2,Racing,0.03,0.02,0.0,0.01,0.05,0.02
Dreamer Series: Puppy Trainer,DS,Simulation,0.05,0.0,0.0,0.0,0.05,0.0
SingStar Mallorca Party,PS3,Misc,0.0,0.04,0.0,0.01,0.05,0.04
Pro Yakyuu Spirits 5 Kanzenban,PS2,Sports,0.0,0.0,0.05,0.0,0.05,0.05
Shin Sangoku Musou 5 Special,PSP,Action,0.0,0.0,0.05,0.0,0.05,0.05
Major Minor's Majestic March,Wii,Misc,0.05,0.0,0.0,0.0,0.05,0.0
Pony Friends: Mini Breeds Edition,DS,Simulation,0.05,0.0,0.0,0.0,0.05,0.0
Otogi 2: Immortal Warriors,XB,Action,0.04,0.01,0.0,0.0,0.05,0.01
Legend of Kay,PS2,Action,0.03,0.02,0.0,0.01,0.05,0.02
Walt Disney Pictures Presents Enchanted,DS,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Lucha Libre AAA: Heroes del Ring,X360,Fighting,0.05,0.0,0.0,0.0,0.05,0.0
Piglet's Big Game,GC,Platform,0.04,0.01,0.0,0.0,0.05,0.01
Tom Clancy's HAWX 2,PC,Action,0.0,0.04,0.0,0.01,0.05,0.04
Myth Makers: Orbs of Doom,Wii,Puzzle,0.05,0.0,0.0,0.0,0.05,0.0
Fallout: Brotherhood of Steel,XB,Role-Playing,0.04,0.01,0.0,0.0,0.05,0.01
Koi to Senkyo to Chocolate Portable,PSP,Adventure,0.0,0.0,0.05,0.0,0.05,0.05
IndyCar Series,XB,Racing,0.04,0.01,0.0,0.0,0.05,0.01
Strawberry Shortcake: Strawberryland Games,DS,Action,0.05,0.0,0.0,0.0,0.05,0.0
Ultra Bust-A-Move,XB,Puzzle,0.04,0.01,0.0,0.0,0.05,0.01
Rally Fusion: Race of Champions,XB,Racing,0.04,0.01,0.0,0.0,0.05,0.01
